epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
40,0.857598066329956,0.9317096471786499,4.999999873689376e-06,0.3328705132007599,0.8515662550926208,0.8661764860153198,0.8111110925674438,0.917746901512146,0.4445961117744446,0.8783783912658691,0.7222222089767456
41,0.8727940917015076,0.9434184432029724,4.999999873689376e-06,0.30416274070739746,0.8592347502708435,0.8916666507720947,0.7986111044883728,0.9183063507080078,0.4808128774166107,0.879858672618866,0.6916666626930237
42,0.8764705657958984,0.9468417167663574,9.999999974752427e-07,0.2944551110267639,0.8615819215774536,0.8970588445663452,0.8013888597488403,0.9177931547164917,0.47460585832595825,0.8807017803192139,0.6972222328186035
43,0.8774510025978088,0.9481854438781738,9.999999974752427e-07,0.2915657162666321,0.8680688142776489,0.8901960849761963,0.8097222447395325,0.9166010022163391,0.4600332975387573,0.8831614851951599,0.7138888835906982
44,0.8752450942993164,0.9474273324012756,2.0000000233721948e-07,0.29344984889030457,0.8696281909942627,0.8828431367874146,0.8083333373069763,0.9154629707336426,0.4455455243587494,0.875,0.7194444537162781
45,0.8747549057006836,0.9454935789108276,2.0000000233721948e-07,0.3016359806060791,0.8618078827857971,0.8926470875740051,0.8125,0.9141898155212402,0.43327340483665466,0.8664495348930359,0.7388888597488403
46,0.8740196228027344,0.9467369914054871,3.999999975690116e-08,0.29576417803764343,0.866122841835022,0.8848039507865906,0.8138889074325562,0.9140354990959167,0.42449381947517395,0.8598726391792297,0.75
